n,estrategia,status,custo,passos,nos_expandidos,fronteira_max,tempo_geracao_s,tempo_busca_s,tempo_total_s,detalhe
3000,BFS,OK,13210,5998,7188855,2682,0.8499234999999317,13.198317500000485,14.238714199999777,
3000,DFS,OK,8033832,3651456,5580937,3611280,0.7982688000001872,33.11133870000049,34.47314660000029,
3000,UCS,OK,8090,6200,7188855,4410,0.7912916999994195,31.26525919999949,32.29258620000019,
