n,estrategia,status,custo,passos,nos_expandidos,fronteira_max,tempo_geracao_s,tempo_busca_s,tempo_total_s,detalhe
2400,BFS,OK,10651,4798,4600150,2165,0.5293596999999863,9.578118200000063,10.304564199999731,
2400,DFS,OK,5154331,2341774,3573433,2313345,0.5240580999998201,20.08346789999996,21.098144499999762,
2400,UCS,OK,6523,4996,4600149,3624,0.5428526999994574,23.945246399999633,24.70881180000015,
