n,estrategia,status,custo,passos,nos_expandidos,fronteira_max,tempo_geracao_s,tempo_busca_s,tempo_total_s,detalhe
2800,BFS,OK,12294,5598,6262195,2506,0.7080440999998245,11.48944289999963,12.3961462999996,
2800,DFS,OK,7025956,3193684,4853406,3154936,0.7101574000007531,27.838304099999732,29.077815399999963,
2800,UCS,OK,7597,5848,6262192,4146,0.7892461999999796,27.271208500000284,28.277573600000323,
